gene_symbol,hiv_day_0,hiv_day_1,hiv_day_3,hiv_day_6,hiv_day_8,hiv_day_10,hiv_day_12,cluster
LRMJO,0,1.58118384842329,2.77730434388417,3.99580089245913,3.40809991935359,2.93095226174585,3.14567434865149,1
BQTGY,0,1.23217928762584,2.52222659744888,3.6807460625503,3.52157153768522,3.17585121950773,3.54572239843221,1
JGZAV,0,0.369970994587594,2.84968379337605,3.76906271678929,4.13985460293892,3.51697850917423,3.69313167950926,1
LUHYA,0,0.264566906562713,3.0658853280276,4.23544843575631,4.15178403369424,3.28270524383736,3.40026097664048,1
SGRBD,0,-0.152903122313155,-0.761344388141983,-0.943035335414832,-0.99420548098753,-0.911438442786633,-1.15124830976753,2
FVZSF,0,-0.00635030944732717,-1.02035876831763,-1.17629688093451,-0.93646142041867,-0.92290955116445,-1.54392923554893,2
FHYIF,0,-0.0709961054202229,1.04600673846255,1.12422315172545,1.21094978561046,0.653627443022995,1.11811018799866,4
HIJWB,0,-0.224013809690512,1.07601355459874,1.10197440969092,1.16546536118508,0.838054892074339,1.0221897441468,4
BEJLU,0,0.24172910347936,1.29391706062557,1.0414281555446,0.987174565357434,0.822065496101704,1.19242113208489,4
UGGWA,0,0.057576543953555,0.889115829294986,0.799571606992251,0.96199437058225,0.932386838518287,1.31402475012871,4
MTOES,0,1.93351376630907,1.7667901263183,4.09747137875834,4.02125938263192,1.8939135666384,1.84666777925938,3
DTQPF,0,1.15982769621593,1.91765094639949,4.38906238152704,3.11615337304936,1.82258854951667,1.72731241863374,3
WMAMT,0,0.1554130897077,1.5555255667736,3.24964204645073,3.08492100886698,2.64214655077964,2.89858556500862,3
NNEQK,0,0.142338386300651,2.24703173500021,2.96209513479449,3.0960926856708,2.55724566382065,3.38578907037631,3
PYLYY,0,0.380443439823204,0.934290262424724,2.25130042222436,2.37869993009792,2.05891940084167,0.922475056666729,3
DQMPK,0,0.530550587437493,1.12986209484499,2.63029339073806,2.07162736300575,1.86699081418471,0.754321744166543,3
